,Employment Cost Index: Wages and Salaries: Private Industry Workers,Employment Cost Index: Total compensation: All Civilian,Employment Cost Index: Wages and salaries for Private industry workers in Aircraft manufacturing,Unemployment Rate,Labor Force Participation Rate,"All Employees, Total Nonfarm",Unemployment Rate in California,Unemployment Rate in Texas,Unemployment Rate in New York,"Unemployment Rate in Austin-Round Rock, TX (MSA)","Unemployment Rate in Dallas-Fort Worth-Arlington, TX (MSA)","Unemployment Rate in Seattle-Tacoma-Bellevue, WA (MSA)","Unemployment Rate in Los Angeles County, CA","Unemployment Rate in Miami-Dade County, FL","Unemployment Rate in San Francisco County/City, CA",Unemployment Rate in Great Lakes BEA Region (DISCONTINUED),Unemployment Rate in Southeast BEA Region (DISCONTINUED),Unemployment Rate in New England BEA Region (DISCONTINUED),Initial Claims,Continued Claims (Insured Unemployment),4-Week Moving Average of Initial Claims,Total Nonfarm Private Payroll Employment,Total Nonfarm Private Payroll Employment (DISCONTINUED),Adjusted Unemployment Rate in Japan (DISCONTINUED),Unemployment Rate in the United States (DISCONTINUED),Adjusted Unemployment Rate in Italy (DISCONTINUED),Change in Total Nonfarm Payroll Employment in Texas,Mining: Oil and Gas Extraction Payroll Employment in Texas,Retail Trade: Automobile Dealers Payroll Employment in Texas,All Employees: State Government in New York,Average Hourly Earnings of All Employees: Total Private in California,"All Employees: Total Nonfarm in New York City, NY","Average Weekly Wages for Employees in Total Covered Establishments in Houston-Sugar Land-Baytown, TX (MSA)","Average Weekly Wages for Employees in Total Covered Establishments in New Orleans-Metairie-Kenner, LA (MSA)","Number of Private Establishments for All Industries in Spencer County, KY",Hornstein-Kudlyak-Lange Non-Employment Index,Hornstein-Kudlyak-Lange Non-Employment Index including People Working Part-Time for Economic Reasons,Initial Claims in California,Continued Claims (Insured Unemployment) in California,Initial Claims in Texas
1971-04-01,,,,5.9,60.1,71036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-05-01,,,,5.9,60.2,71247.0,,,,,,,,,,,,,290000.0,2157000.0,285250.0,,,,,,,,,,,,,,,,,,,
1971-06-01,,,,5.9,59.8,71254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-07-01,,,,6.0,60.1,71315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-08-01,,,,6.1,60.2,71373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-09-01,,,,6.0,60.1,71614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-10-01,,,,5.8,60.1,71642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-11-01,,,,6.0,60.4,71847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-12-01,,,,6.0,60.4,72109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-01-01,,,,5.8,60.2,72441.0,,,,,,,,,,,,,279000.0,1934000.0,268000.0,,,,,,,,,,,,,,,,,,,
1972-02-01,,,,5.7,60.2,72648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-03-01,,,,5.8,60.5,72944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-04-01,,,,5.7,60.4,73162.0,,,,,,,,,,,,,258000.0,1913000.0,263000.0,,,,,,,,,,,,,,,,,,,
1972-05-01,,,,5.7,60.4,73469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-06-01,,,,5.7,60.4,73758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-07-01,,,,5.6,60.4,73709.0,,,,,,,,,,,,,350000.0,1935000.0,294750.0,,,,,,,,,,,,,,,,,,,
1972-08-01,,,,5.6,60.6,74141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-09-01,,,,5.5,60.4,74264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-10-01,,,,5.6,60.3,74674.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-11-01,,,,5.3,60.3,74973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-12-01,,,,5.2,60.5,75268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-01-01,,,,4.9,60.0,75617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-02-01,,,,5.0,60.5,76014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-03-01,,,,4.9,60.8,76284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-04-01,,,,5.0,60.8,76455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-05-01,,,,4.9,60.6,76648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-06-01,,,,4.9,60.9,76887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-07-01,,,,4.8,60.9,76913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-08-01,,,,4.8,60.7,77168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-09-01,,,,4.8,60.8,77276.0,,,,,,,,,,,,,242000.0,1681000.0,254750.0,,,,,,,,,,,,,,,,,,,
1973-10-01,,,,4.6,60.9,77607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-11-01,,,,4.8,61.2,77920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-12-01,,,,4.9,61.2,78031.0,,,,,,,,,,,,,256000.0,1692000.0,256250.0,,,,,,,,,,,,,,,,,,,
1974-01-01,,,,5.1,61.3,78100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-02-01,,,,5.2,61.4,78254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-03-01,,,,5.1,61.3,78296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-04-01,,,,5.1,61.1,78382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-05-01,,,,5.1,61.2,78549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-06-01,,,,5.4,61.2,78604.0,,,,,,,,,,,,,278000.0,2079000.0,295250.0,,,,,,,,,,,,,,,,,,,
1974-07-01,,,,5.5,61.4,78636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-08-01,,,,5.5,61.2,78619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-09-01,,,,5.9,61.4,78610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-10-01,,,,6.0,61.3,78630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-11-01,,,,6.6,61.3,78265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-12-01,,,,7.2,61.2,77652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-01-01,,,,8.1,61.4,77293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-02-01,,,,8.1,61.0,76918.0,,,,,,,,,,,,,559000.0,3738000.0,560750.0,,,,,,,,,,,,,,,,,,,
1975-03-01,,,,8.6,61.2,76648.0,,,,,,,,,,,,,546000.0,4023000.0,541250.0,,,,,,,,,,,,,,,,,,,
1975-04-01,,,,8.8,61.3,76460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-05-01,,,,9.0,61.5,76624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-06-01,,,,8.8,61.2,76521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-07-01,,,,8.6,61.3,76770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-08-01,,,,8.4,61.3,77153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-09-01,,,,8.4,61.2,77228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-10-01,,,,8.4,61.2,77540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-11-01,,,,8.3,61.1,77685.0,,,,,,,,,,,,,414000.0,3607000.0,418250.0,,,,,,,,,,,,,,,,,,,
1975-12-01,,,,8.2,61.1,78017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-01-01,,,,7.9,61.3,78503.0,9.2,5.8,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-01,,,,7.7,61.3,78816.0,9.2,5.8,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03-01,,,,7.6,61.3,79048.0,9.1,5.9,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-01,,,,7.7,61.6,79292.0,9.1,5.9,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05-01,,,,7.4,61.5,79312.0,9.0,5.9,10.1,,,,,,,,,,385000.0,2940000.0,371500.0,,,,,,,,,,,,,,,,,,,
1976-06-01,,,,7.6,61.5,79376.0,9.0,5.9,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-01,,,,7.8,61.8,79547.0,9.0,5.9,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-08-01,,,,7.8,61.8,79704.0,9.1,5.8,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-09-01,,,,7.6,61.6,79892.0,9.2,5.7,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-10-01,,,,7.7,61.6,79911.0,9.3,5.7,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-11-01,,,,7.8,61.9,80240.0,9.3,5.7,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-12-01,,,,7.8,61.8,80448.0,9.3,5.8,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-01-01,,,,7.5,61.6,80690.0,9.2,5.8,10.1,,,,,,,,,,380000.0,2818000.0,368250.0,,,,,,,,,,,,,,,,,,,
1977-02-01,,,,7.6,61.9,80988.0,9.1,5.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-03-01,,,,7.4,62.0,81391.0,8.9,5.7,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-04-01,,,,7.2,62.1,81728.0,8.7,5.5,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-05-01,,,,7.0,62.2,82088.0,8.6,5.4,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-06-01,,,,7.2,62.4,82488.0,8.4,5.3,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-07-01,,,,6.9,62.1,82834.0,8.3,5.2,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-08-01,,,,7.0,62.3,83075.0,8.1,5.3,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-09-01,,,,6.8,62.3,83532.0,8.0,5.3,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-10-01,,,,6.8,62.4,83800.0,7.9,5.3,8.6,,,,,,,,,,348000.0,2583000.0,362250.0,,,,,,,,,,,,,,,,,,,
1977-11-01,,,,6.8,62.8,84173.0,7.8,5.3,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-12-01,,,,6.4,62.7,84410.0,7.7,5.3,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-01-01,,,,6.4,62.8,84594.0,7.6,5.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-02-01,,,,6.3,62.7,84948.0,7.5,5.1,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-03-01,,,,6.3,62.8,85460.0,7.5,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-04-01,,,,6.1,63.0,86162.0,7.4,4.9,7.9,,,,,,,,,,333000.0,2453000.0,343500.0,,,,,,,,,,,,,,,,,,,
1978-05-01,,,,6.0,63.1,86509.0,7.3,4.9,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-06-01,,,,5.9,63.3,86950.0,7.2,4.8,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-07-01,,,,6.2,63.2,87204.0,7.1,4.8,7.7,,,,,,,,,,348000.0,2242000.0,333750.0,,,,,,,,,,,,,,,,,,,
1978-08-01,,,,5.9,63.2,87483.0,7.0,4.8,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-09-01,,,,6.0,63.3,87621.0,6.9,4.8,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-10-01,,,,5.8,63.3,87956.0,6.8,4.8,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-11-01,,,,5.9,63.5,88391.0,6.7,4.7,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-12-01,,,,6.0,63.6,88671.0,6.6,4.6,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-01-01,,,,5.9,63.6,88808.0,6.5,4.5,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-02-01,,,,5.9,63.8,89055.0,6.4,4.4,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-03-01,,,,5.8,63.8,89479.0,6.3,4.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-04-01,,,,5.8,63.5,89417.0,6.2,4.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-05-01,,,,5.6,63.3,89789.0,6.2,4.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-06-01,,,,5.7,63.5,90108.0,6.1,4.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-07-01,,,,5.7,63.6,90217.0,6.1,4.4,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-08-01,,,,6.0,63.6,90300.0,6.2,4.4,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-09-01,,,,5.9,63.8,90327.0,6.2,4.4,7.2,,,,,,,,,,389000.0,2448000.0,388000.0,,,,,,,,,,,,,,,,,,,
1979-10-01,,,,6.0,63.7,90481.0,6.2,4.4,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-11-01,,,,5.9,63.7,90573.0,6.1,4.4,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-12-01,,,,6.0,63.9,90672.0,6.1,4.5,7.1,,,,,,,,,,416000.0,2698000.0,418500.0,,,,,,,,,,,,,,,,,,,
1980-01-01,,,,6.3,64.0,90800.0,6.2,4.7,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-02-01,,,,6.3,64.0,90883.0,6.3,4.9,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-01,,,,6.3,63.7,90994.0,6.5,5.1,7.2,,,,,,,,,,409000.0,2848000.0,419250.0,,,,,,,,,,,,,,,,,,,
1980-04-01,,,,6.9,63.8,90849.0,6.7,5.3,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-05-01,,,,7.5,63.9,90420.0,6.9,5.4,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-01,,,,7.6,63.7,90101.0,7.1,5.4,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-07-01,,,,7.8,63.8,89840.0,7.2,5.4,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-08-01,,,,7.7,63.7,90099.0,7.3,5.4,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-09-01,,,,7.5,63.6,90213.0,7.2,5.4,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-10-01,,,,7.5,63.7,90490.0,7.2,5.4,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-11-01,,,,7.5,63.8,90747.0,7.1,5.3,7.5,,,,,,,,,,419000.0,3391000.0,427250.0,,,,,,,,,,,,,,,,,,,
1980-12-01,,,,7.2,63.6,90943.0,7.1,5.3,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-01-01,,,,7.5,63.9,91033.0,7.1,5.2,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-02-01,,,,7.4,63.9,91105.0,7.1,5.2,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-03-01,,,,7.4,64.1,91210.0,7.1,5.2,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-04-01,,,,7.2,64.2,91283.0,7.1,5.2,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-05-01,,,,7.5,64.3,91296.0,7.0,5.3,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-06-01,,,,7.5,63.7,91490.0,7.1,5.3,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-07-01,,,,7.2,63.8,91601.0,7.2,5.3,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-08-01,,,,7.4,63.8,91565.0,7.3,5.4,7.4,,,,,,,,,,476000.0,2867000.0,434750.0,,,,,,,,,,,,,,,,,,,
1981-09-01,,,,7.6,63.5,91477.0,7.6,5.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-10-01,,,,7.9,63.8,91380.0,7.9,5.5,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-11-01,,,,8.3,63.9,91171.0,8.2,5.5,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-12-01,,,,8.5,63.6,90895.0,8.5,5.7,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-01-01,,,,8.6,63.7,90565.0,8.8,5.8,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-02-01,,,,8.9,63.8,90563.0,9.1,6.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-03-01,,,,9.0,63.8,90434.0,9.3,6.2,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-04-01,,,,9.3,63.9,90150.0,9.6,6.3,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-05-01,,,,9.4,64.2,90107.0,9.8,6.5,8.4,,,,,,,,,,576000.0,3960000.0,586500.0,,,,,,,,,,,,,,,,,,,
1982-06-01,,,,9.6,63.9,89865.0,10.0,6.7,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-07-01,,,,9.8,64.0,89521.0,10.2,6.9,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-08-01,,,,9.8,64.1,89363.0,10.4,7.1,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-09-01,,,,10.1,64.1,89183.0,10.6,7.4,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-10-01,,,,10.4,64.1,88907.0,10.8,7.7,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-11-01,,,,10.8,64.2,88786.0,11.0,8.0,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-12-01,,,,10.8,64.1,88771.0,11.1,8.2,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-01-01,,,,10.4,63.9,88990.0,11.1,8.4,9.6,,,,,,,,,,534000.0,4010000.0,518000.0,,,,,,,,,,,,,,,,,,,
1983-02-01,,,,10.4,63.8,88917.0,11.0,8.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-01,,,,10.3,63.7,89090.0,10.8,8.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-01,,,,10.2,63.8,89364.0,10.5,8.5,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-05-01,,,,10.1,63.7,89644.0,10.3,8.4,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-06-01,,,,10.1,64.3,90021.0,10.0,8.3,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-07-01,,,,9.4,64.1,90437.0,9.7,8.2,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-08-01,,,,9.5,64.3,90129.0,9.4,8.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-09-01,,,,9.2,64.3,91247.0,9.2,7.8,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-10-01,,,,8.8,64.0,91520.0,8.9,7.6,8.3,,,,,,,,,,413000.0,2926000.0,409250.0,,,,,,,,,,,,,,,,,,,
1983-11-01,,,,8.5,64.1,91875.0,8.6,7.4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-12-01,,,,8.3,64.1,92230.0,8.4,7.1,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-01-01,,,,8.0,63.9,92673.0,8.3,6.8,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-02-01,,,,7.8,64.1,93157.0,8.1,6.6,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-03-01,,,,7.8,64.1,93429.0,8.0,6.4,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-04-01,,,,7.7,64.3,93792.0,7.9,6.2,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-05-01,,,,7.4,64.5,94098.0,7.8,6.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-06-01,,,,7.2,64.6,94479.0,7.7,5.9,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-07-01,,,,7.5,64.6,94789.0,7.7,5.8,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-08-01,,,,7.5,64.4,95032.0,7.6,5.8,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-09-01,,,,7.3,64.4,95344.0,7.6,5.9,7.2,,,,,,,,,,385000.0,2410000.0,390250.0,,,,,,,,,,,,,,,,,,,
1984-10-01,,,,7.4,64.4,95629.0,7.5,6.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-11-01,,,,7.2,64.5,95982.0,7.5,6.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-12-01,,,,7.3,64.6,96107.0,7.4,6.3,6.9,,,,,,,,,,401000.0,2529000.0,401500.0,,,,,,,,,,,,,,,,,,,
1985-01-01,,,,7.3,64.7,96372.0,7.3,6.4,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-01,,,,7.2,64.7,96503.0,7.3,6.6,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-01,,,,7.2,64.9,96842.0,7.3,6.7,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-04-01,,,,7.3,64.9,97038.0,7.3,6.8,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-01,,,,7.2,64.8,97312.0,7.3,6.9,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-01,,,,7.4,64.6,97459.0,7.3,7.1,6.6,,,,,,,,,,393000.0,2591000.0,393500.0,,,,,,,,,,,,,,,,,,,
1985-07-01,,,,7.4,64.7,97648.0,7.3,7.2,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-01,,,,7.1,64.6,97840.0,7.2,7.2,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-01,,,,7.1,64.9,98045.0,7.1,7.3,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-01,,,,7.1,65.0,98233.0,7.0,7.3,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-01,,,,7.0,64.9,98443.0,6.9,7.3,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-01,,,,7.0,65.0,98609.0,6.9,7.5,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-01,,,,6.7,64.9,98732.0,6.9,7.6,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-02-01,,,,7.2,65.0,98847.0,6.9,7.9,6.6,,,,,,,,,,364000.0,2531000.0,367250.0,,,,,,,,,,,,,,,,,,414892.0,22574.0
1986-03-01,,,,7.2,65.1,98934.0,6.9,8.2,6.6,,,,,,,,,,375000.0,2570000.0,372250.0,,,,,,,,,,,,,,,,,65424.0,458688.0,20129.0
1986-04-01,,,,7.1,65.1,99121.0,6.9,8.5,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-01,,,,7.2,65.2,99248.0,6.9,8.8,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-01,,,,7.2,65.4,99155.0,6.8,8.9,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-01,,,,7.0,65.4,99473.0,6.8,9.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-08-01,,,,6.9,65.3,99588.0,6.7,9.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-01,,,,7.0,65.4,99934.0,6.7,9.2,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-10-01,,,,7.0,65.4,100121.0,6.6,9.3,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-11-01,,,,6.9,65.4,100308.0,6.6,9.3,5.6,,,,,,,,,,364000.0,2646000.0,376500.0,,,,,,,,,,,,,,,,,53426.0,341100.0,20246.0
1986-12-01,,,,6.6,65.3,100509.0,6.5,9.2,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-01-01,,,,6.6,65.4,100678.0,6.4,9.1,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-01,,,,6.6,65.5,100919.0,6.3,9.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-01,,,,6.6,65.5,101164.0,6.2,8.8,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-01,,,,6.3,65.4,101499.0,6.0,8.7,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-05-01,,,,6.3,65.7,101728.0,5.9,8.6,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-01,,,,6.2,65.5,101900.0,5.8,8.5,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-01,,,,6.1,65.6,102247.0,5.7,8.4,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-08-01,,,,6.0,65.7,102420.0,5.6,8.4,4.7,,,,,,,,,,348000.0,2232000.0,324750.0,,,,,,,,,,,,,,,,,46914.0,301700.0,13795.0
1987-09-01,,,,5.9,65.5,102647.0,5.6,8.3,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-10-01,,,,6.0,65.7,103138.0,5.5,8.2,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
